Title,Genre,Length
Ang Magkasalungat na Kambal,Kwentong Bayan,Long
Buto ng Isda,Pabula,Long
Ang Paglalakbay sa Pagkatuto,Kwentong Bayan,Long
Ang Usa at ang Matamis na Mansanas,Pabula,Long
Dulot ng Maingay na Paglalaro,Kwentong Bayan,Long
Ang Sakim na Aso,Kwentong Bayan,Long
Ang Matapat na Batang Si Nilo,Kwentong Bayan,Long
Ang Balanse ng Libro at Buhay,Kwentong Bayan,Long
Ang Tunay na Halaga ng Pagkakaibigan,Kwentong Bayan,Long
Ang Pagtulong sa Kapwa ni Kuya Ben,Kwentong Bayan,Long
Ang Matalinong Tindera,Kwentong Bayan,Long
Ang Pamanang Kuwintas ni Lola,Kwentong Bayan,Long
Ang Bagong Kasamahan ni Jake,Kwentong Bayan,Long
Ang Nawawalang Aklat ni Anna,Kwentong Bayan,Long
Ang Pagtama sa Pagkakamali,Kwentong Bayan,Long
Ang Bagong Lugar ni Maria,Kwentong Bayan,Long
Ang Gahaman na Pusa,Pabula,Long
Ang Mapanlinlang na Unggoy,Pabula,Long
Ang Pagkatalo ng Mayabang na Kabayo,Pabula,Long
Ang Gansa at ang Aso sa Harap ng Panganib,Pabula,Long
Ang Batang Bibe at ang Palaka,Pabula,Long
Ang Alitaptap at ang Langgam,Pabula,Long
Ang Aso at ang Mapaglinlang na Uwak,Pabula,Long
Ang Bato ng Pagsisisi,Pabula,Long
Ang Kalabaw at ang Tipaklong,Pabula,Long
Ang Nakatulog na Tigre,Pabula,Long
Ang Agila at ang Mga Sisiw,Pabula,Long
Ang Uwak at ang Agila,Pabula,Long
Ang Leon at ang Munting Usa,Pabula,Long
Ang Utang ni Marco at Ben,Kwentong Bayan,Long
Kahalagahan ng Komunikasyon,Kwentong Bayan,Long
Ang Pagsubok ni Nene,Kwentong Bayan,Long
Ang Mahiwagang Kahoy,Kwentong Bayan,Long
Ang Pagsasaka ni Mang Juan,Kwentong Bayan,Long
Kwentong Bayan ng Makulay na Bahay,Kwentong Bayan,Long
Ang Gintong Isda at ang Kahalagahan ng Pagsasakripisyo,Kwentong Bayan,Long
Ang Paghahanap ni Rosa sa Kanyang Tadhana,Kwentong Bayan,Long
Kwentong Bayan ng mga Magsasaka,Kwentong Bayan,Long
Ang Lihim ng Gubat,Kwentong Bayan,Long
Si Lakan at ang Kanyang Hinaharap na Pagsubok,Kwentong Bayan,Long
Ang Taga-Baryo at ang Kanyang Pangarap,Kwentong Bayan,Long
Ang Tinig ng mga Ninuno,Kwentong Bayan,Long
Ang Pagsusumikap ng Isang Magsasaka,Kwentong Bayan,Long
Si Mang Tano at ang Kanyang Alaga,Kwentong Bayan,Long
Ang Paglalakbay ni Jose,Kwentong Bayan,Long
Ang Kwento ni Lolo Tungkol sa Nakaraan,Kwentong Bayan,Long
Ang Makapangyarihang Ulan,Kwentong Bayan,Long
Ang Kahalagahan ng Pagkakaibigan,Kwentong Bayan,Long
Ang Mahiwagang Banga,Kwentong Bayan,Long
Ang Katuwang ng mga Hayop,Kwentong Bayan,Long
Si Justin na Antukin,Kwentong Bayan,Long
Ang Paglalakbay ng Isang Mang-uukit,Kwentong Bayan,Long
Ang Alamat ng Batang Ulan,Alamat,Long
Si Lola Basyang at ang Engkantadong Puno,Kwentong Bayan,Long
Ang Mahiwagang Silong ni Inang Kalikasan,Kwentong Bayan,Long
Si Sita at ang Luntiang Bahay sa Gubat,Kwentong Bayan,Long
Ang Kuwento ng Palakang Nawalan ng Boses,Pabula,Long
Si Ben at ang Mahiwagang Pabango,Kwentong Bayan,Long
Ang Alamat ng Kumakantang Ilog,Alamat,Long
Si Inang at ang Puno ng Kasiyahan,Kwentong Bayan,Long
Ang Kuwento ng Batang Ulap,Pabula,Long
Si Miguel at ang Diwata ng Tag-ulan,Kwentong Bayan,Long
Ang Mahiwagang Batong Hiyas,Kwentong Bayan,Long
Si Lina at ang Lumilipad na Saranggola,Kwentong Bayan,Long
Ang Alamat ng Buhay na Kabibe,Alamat,Long
Si Tomas at ang Prinsipeng Palaka,Kwentong Bayan,Long
Ang Kuwento ng Nawawalang Kampana,Kwentong Bayan,Long
Si Andoy at ang Mahiwagang Salamin,Kwentong Bayan,Long
Ang Alamat ng Nagsasayaw na Kawayan,Alamat,Long
Si Luningning at ang Lihim ng Karagatan,Kwentong Bayan,Long
Ang Kuwento ng Prinsesa at ang Higanteng Kalabaw,Kwentong Bayan,Long
Si Miko at ang Nawawalang Paruparo,Kwentong Bayan,Long
Ang Alamat ng Batang Naging Bituin,Alamat,Long
Si Anita at ang Puno ng Pag-asa,Kwentong Bayan,Long
Ang Mahiwagang Bote ni Aling Nena,Kwentong Bayan,Long
Si Mateo at ang Prinsipeng Diwata,Kwentong Bayan,Long
Ang Kuwento ng Alitaptap na Nagliliwanag,Pabula,Long
Si Lola Clara at ang Nawawalang Alakdan,Kwentong Bayan,Long
Ang Alamat ng Makukulay na Saranggola,Alamat,Long
Si Juanito at ang Engkantadong Bukid,Kwentong Bayan,Long
Ang Mahiwagang Puso ng Gubat,Kwentong Bayan,Long
Si Sining at ang Kabayong Mahilig Kumanta,Kwentong Bayan,Long
Ang Kuwento ng Ulan at Araw,Alamat,Long
Si Tito at ang Ginintuang Takip ng Bahaghari,Kwentong Bayan,Long
Ang Alamat ng Itim na Bulaklak,Alamat,Long
Si Kiko at ang Mahiwagang Tambol,Kwentong Bayan,Long
Ang Kuwento ng Nagsasayaw na Araw,Alamat,Long
Ang Kuwento ng mga Nawawalang Isda,Kwentong Bayan,Long
Ang Naliligaw na Kambal sa Bundok,Kwentong Bayan,Long
Si Mang Isko at ang Mahiwagang Sumbrero,Kwentong Bayan,Long
Ang Kuwento ng Bahay na Walang Kulay,Kwentong Bayan,Long
Ang Balon sa Likod ng Bahay ni Lola,Kwentong Bayan,Long
Ang Alamat ng Kakanin,Alamat,Long
Ang Imahinasyon na Kaibigan ni Pedring,Kwentong Bayan,Long
Ang Ibon na may Gintong Tuka,Pabula,Long
Ang Kumikinang na Kalesa sa Nayon,Kwentong Bayan,Long
Ang Kubo na Puno ng mga Laro,Kwentong Bayan,Long
Ang Mahiwagang Pabrika ng Kendi,Kwentong Bayan,Long
Ang Pusa na may Halo-halong Kulay,Pabula,Long
Ang Sapa na para sa mga Ibon,Pabula,Long
Ang Mahiwagang Puno ng Pera,Kwentong Bayan,Long
Kwento nga mga Laruang Nagsasalita,Kwentong Bayan,Long
Ang Mahiwagang Dahon ng Sambong,Kwentong Bayan,Short
Ang Batang Si Adlaw at ang Diyosa ng Araw,Kwentong Bayan,Short
 Ang Alamat ng Gintong Saging,Alamat,Long
Ang Prinsipe ng Bundok Talahib,Kwentong Bayan,Short
Ang Alamat ng Bituing Nawawala,Alamat,Short
Ang Mahiwagang Tambol ni Kapitan Bato,Kwentong Bayan,Long
Ang Alamat ng Puno ng Tsokolate,Alamat,Short
Ang Nawawalang Plawta,Kwentong Bayan,Long
Ang Mahiwagang Sapatos ni Amihan,Kwentong Bayan,Long
Ang Alamat ng Bahaghari,Alamat,Short
Ang Prinsesang Ulan,Kwentong Bayan,Short
Ang Lihim ng Lawa ng Lila,Kwentong Bayan,Long
Ang Alamat ng Bulaklak na Rosas,Alamat,Short
Ang Mahiwagang Gitara ni Danding,Kwentong Bayan,Short
Ang Alamat ng Tala,Alamat,Short
Si Lira at ang Lihim ng Bahaghari,Kwentong Bayan,Long
Ang Alamat ng Mahiwagang Lantaka,Alamat,Long
Si Pilo at ang Alitaptap na Nagliliwanag,Kwentong Bayan,Long
Ang Kuwento ng Batang Nagsalba ng Buwan,Kwentong Bayan,Long
Si Tina at ang Munting Sirena,Kwentong Bayan,Long
Ang Alamat ng Bituing Mahulog,Alamat,Long
Si Lolo Pedro at ang Nawawalang Gintong Puno,Kwentong Bayan,Long
Ang Mahiwagang Sapatos ni Aling Marta,Kwentong Bayan,Long
Si Danny at ang Prinsesang Isda,Kwentong Bayan,Long
Ang Alamat ng Bundok sa Gitna ng Dagat,Alamat,Long
Si Maya at ang Prinsipeng Ibon,Kwentong Bayan,Long
Ang Alamat ng Mahiwagang Palayok,Alamat,Long
Si Juanito at ang Nawawalang Bahaghari,Kwentong Bayan,Long
Ang Kuwento ng Ahas at ang Singsing,Kwentong Bayan,Long
Si Kaloy at ang Mahiwagang Bangka,Kwentong Bayan,Long
Ang Alamat ng Batong Lumuluha,Alamat,Long
Si Rina at ang Halimaw ng Gubat,Kwentong Bayan,Long
Ang Mahiwagang Payong ni Tiya Puring,Kwentong Bayan,Long
Si Kardo at ang Prinsesang Ulan,Kwentong Bayan,Long
Ang Kuwento ng Matandang Alitaptap,Pabula,Long
Si Lino at ang Mahiwagang Sapato,Kwentong Bayan,Long
Si Rina at ang Kanyang Lata ng Keso,Kwentong Bayan,Long
Ang Mahiwagang Alporhas ni Dodo,Kwentong Bayan,Long
Si Kiko at ang Tinig ng Dagat,Kwentong Bayan,Long
Si Lira at ang Panahon na di Umuulan,Kwentong Bayan,Long
Si Ada at ang Diyamanteng Ibon,Kwentong Bayan,Long
Si Tessa at ang Puno na Iba-ba ang Bunga,Kwentong Bayan,Long
Ang Kaarawan ni Nene,Kwentong Bayan,Long
Ang Karwahe ng Pamilya ni Miko,Kwentong Bayan,Long
Ang Mahiwagang Aparador ni Liila,Kwentong Bayan,Long
Si Toti at ang Nawawalang Kapares ng Kaniyang Sapatos,Kwentong Bayan,Long
Si Lira na Mahilig Hanapin ang Larawan ng Bawat Ulap,Kwentong Bayan,Long
Si Rina at ang Nagniningng na Bulaklak sa Kanyang Hardin,Kwentong Bayan,Long
Ang Puno sa Gubat na Namumunga ng Brilyante,Kwentong Bayan,Long
Ang Tindahan ni Aling Lisa na Nakatago sa Kagubatan,Kwentong Bayan,Long
Ang Pamaypay ni Mona na may Mahika,Kwentong Bayan,Long
Si Juno at ang Kanyang Puno ng Buko,Kwentong Bayan,Long
Ang Nawawalang Medyas ni Sasa,Kwentong Bayan,Long
Bakit Plastik ang Gunting ni Mira,Kwentong Bayan,Long
Bakit Mayroong Puso ang Puno ng Saging,Alamat,Long
Ang Mahiwagang Pakpak ni Bibo,Pabula,Long
"Si Lunti, ang Munting Pagong",Pabula,Long
Ang Pagtuklas ni Pilandok sa Kaniyang Tungkulin,Pabula,Long
"Mga Aral ni Mangga, ang Mabait na Tarsier",Pabula,Long
Ang Matapang na Usa sa Gubat ng Alon,Pabula,Long
"Si Huni, ang Ibong Natutong Magsalita",Pabula,Long
Ang Malaking Pakpak ng Bataang Agila,Pabula,Long
Si Bituin at ang Pagtakbo ng Maliit na Kabayo,Pabula,Long
"Ang Unang Paglangoy ni Nami, ang Dugong",Pabula,Long
"Si Pipi, ang Aso na Natutong Magpakatao",Pabula,Long
"Ang Pagpapalaki kay Pogi, ang Munting Baboy Ramo",Pabula,Long
"Ang Kwento ni Tikyo, ang Malikot na Tuko",Pabula,Long
"Si Toti, ang Batang Tamaraw na Natutong Maglaro",Pabula,Long
Ang Pusang Maraming Tanong,Pabula,Long
"Si Piling, ang Batang Paniki sa Yungib",Pabula,Long
"Ang Lihim ni Ging-ging, ang Duwag na Buwaya",Pabula,Long
Ang Alamat ng Makisig na Sisiw,Alamat,Long
Si Mik-mik at ang Munting Mga Kaibigan sa Gubat,Pabula,Long
"Ang Pangarap ni Potpot, ang Munting Kuwago",Pabula,Long
Si Buboy at ang Malaking Kariton ng Pangarap,Kwentong Bayan,Long
Ang Nawawalang Liwanag ng Karagatan,Kwentong Bayan,Long
Ang Alamat ng Asin sa Buhay,Alamat,Long
Ang Kalapati at ang Bato,Pabula,Long
 Ang Mahiwagang Bukal ng Lunas,Kwentong Bayan,Short
Ang Bulaklak ng Pag-asa,Kwentong Bayan,Long
Ang Prinsipeng Naghanap ng Pagkakaibigan,Kwentong Bayan,Long
Ang Alamat ng Tinik ng Ruweda,Alamat,Long
Ang Alamat ng Apoy ng Puso,Alamat,Long
Ang Mahiwagang Pakpak ng Ibon,Kwentong Bayan,Long
Ang Lihim ng Mahiwagang Bukid,Kwentong Bayan,Long
Ang Alamat ng Mahiwagang Dahon,Alamat,Long
Ang Kwento ni Lila at ang Ginintuang Puno,Kwentong Bayan,Long
Ang Alamat ng Kuwintas ng Liwanag,Alamat,Long
Ang Mahiwagang Bangka ni Bano,Kwentong Bayan,Long
Ang Batang Laging Huli,Kwentong Bayan,Long
Ang Alamat ng Itim na Kabayo,Alamat,Long
Ang Nawawalang Bahaghari,Kwentong Bayan,Long
Ang Tatlong Mahiwagang Balon,Kwentong Bayan,Long
Ang Prinsipeng Nawawala,Kwentong Bayan,Long
Ang Alamat ng Puno ng Seresa,Alamat,Long
Ang Lihim ng Lumang Baul,Kwentong Bayan,Long
Si Nene at ang Kanyang Mahiwagang Salamin,Kwentong Bayan,Long
Kuwento ng Batang Naglalakbay sa Panaginip,Kwentong Bayan,Long
Si Lola at ang Kanyang Mga Kuwento ng Bayani,Kwentong Bayan,Long
Ang Gintong Buhok ng Sirena,Kwentong Bayan,Long
Kuwento ng Batang Nag-aalaga ng Dragon,Kwentong Bayan,Long
Si Pepe at ang Mahiwagang Bato,Kwentong Bayan,Long
Ang Lihim ng Puno ng Saging,Kwentong Bayan,Long
Kuwento ng Batang Mahilig sa Mga Kuwento,Kwentong Bayan,Long
Si Aling Cora at ang Kanyang Mga Recipe ng Kaligayahan,Kwentong Bayan,Long
Kuwento ng Batang Naglalaro sa Ulap,Kwentong Bayan,Long
Si Mang Tonyo at ang Kanyang Mga Alaga sa Bukid,Kwentong Bayan,Long
Ang Mahiwagang Puno ng Bulaklak,Kwentong Bayan,Long
Kuwento ng Batang Naghahanap ng Kayamanan,Kwentong Bayan,Long
Si Lito at ang Kanyang Mahiwagang Libro,Kwentong Bayan,Long
Ang Batang May Pakpak na Gawa sa Bulaklak,Kwentong Bayan,Long
Si Maya at ang Kanyang Kaibigang Ulap,Kwentong Bayan,Long
Kuwento ng Batang Naglalakbay sa Mundo ng Musika,Kwentong Bayan,Long
Ang Lihim ng Lumang Piyano,Kwentong Bayan,Long
Si Lolo at ang Kanyang Mga Kuwento ng Bituin,Kwentong Bayan,Long
Ang Alamat ng Puno ng Kape,Alamat,Long
Kuwento ng Batang Nag-aalaga ng Isda,Kwentong Bayan,Long
Si Pepe at ang Kanyang Kaibigang Ibon,Kwentong Bayan,Long
Si Tina at ang Kanyang Mahiwagang Damit,Kwentong Bayan,Long
Si Ben at ang Kanyang Mga Pangarap sa Langit,Kwentong Bayan,Long
Kuwento ng Batang Naglalaro sa Buwan,Kwentong Bayan,Long
Ang Alamat ng Bayan ng Masayang Puso,Alamat,Long
Kuwento ng mga Laruang Naglalaro sa Gabi,Pabula,Long
Si Lola at ang Kanyang Mga Kuwento ng Unang Tao,Alamat,Long
Ang Bulkan na laging Galit,Alamat,Long
Ang Kwento ng mga Tsokolateng Burol,Alamat,Long
Si Jojo na Naka-Diskobre ng Lumang Kaban,Kwentong Bayan,Long
Ang Paglalakbay ng Aso at Pusa sa Karagatan,Pabula,Long
Si Dina at ang kanyang Alagang Ahas,Kwentong Bayan,Long
Alamat ng Bayan ng Puno ng  Mahika,Alamat,Long
Ang Magkaibigang Aso at Daga,Pabula,Long
Ang Kagalakan sa Pagbabahagi,Kwentong Bayan,Long
Ang Tindero ng Sorbetes,Kwentong Bayan,Long
Ang Tatlong Magkaibigan at ang Matanda sa Daan,Kwentong Bayan,Long
Ang Pagsubok sa Tunay na Pagkakaibigan,Kwentong Bayan,Long
Ang Karunungan ng Isang Matanda,Kwentong Bayan,Long
Ang Pagbabago ni Mila,Kwentong Bayan,Long
Ang Paruparo at ang Bulaklak,Pabula,Long
Ang Tindahan ng Lobo nina Carlo,Kwentong Bayan,Long
Ang Nagmamadaling Matsing,Pabula,Long
Ang Pangarap ni Manong Juan,Kwentong Bayan,Long
Ang Tunay na Kayamanan,Kwentong Bayan,Long
Ang Batang Mapanlait,Kwentong Bayan,Long
Ang Pagtatapat ni Carla,Kwentong Bayan,Long
Ang Maliit na Bituin,Kwentong Bayan,Long
Ang Tunay na Kaligayahan,Kwentong Bayan,Long
Ang Kabutihan ni Lila,Kwentong Bayan,Long
Ang Sakripisyo ni Tatay,Kwentong Bayan,Long
Ang Araw at ang Hangin,Pabula,Long
Ang Palaka at ang Dambuhalang Isda,Pabula,Long
Sino ang Kumuha?,Kwentong Bayan,Long
 Ang Tatlong Butiki,Pabula,Long
Ang Lihim ni Mario,Kwentong Bayan,Long
Ang Siklo ng Buhay,Kwentong Bayan,Long
Ang Bagong Tupa sa Pastulan,Pabula,Long
Yapak ng Katapangan,Kwentong Bayan,Long
Ang Barya ni Mang Isko,Kwentong Bayan,Long
Ang Masungit na si Matilda,Kwentong Bayan,Long
Ang Pagkahulog ni Kuneho,Pabula,Long
Ang Pusang Tamad,Pabula,Long
Ang Siopao ni Diggy,Pabula,Long
Ang Huwad na Pagkakaibigan,Kwentong Bayan,Long
Ang Mahalagang Araw ni Bebot,Kwentong Bayan,Long
Ang Liwanag ng Maliit na Sulo,Kwentong Bayan,Long
Ang Likha ni Mia,Kwentong Bayan,Long
Ang Alitaptap at ang Kidlat,Pabula,Long
Ang Sipag ni Mang Cardo,Kwentong Bayan,Long
Ang Matanglawin at ang Uwak,Pabula,Long
Ang Kuwintas ni Lola Nena,Kwentong Bayan,Long
Ang Batang Magalang,Kwentong Bayan,Long
Ang Sumpa ng Singsing,Kwentong Bayan,Long
Ang Matamis na Bunga ng Pagsisikap,Kwentong Bayan,Long
Ang Masigasig na Pastol,Kwentong Bayan,Long
Ang Naligaw na Estudyante,Kwentong Bayan,Long
Pag-abot sa mga Bituin,Kwentong Bayan,Long
Ang Tapat na Bantay,Pabula,Long
Ang Maliit na Buto,Kwentong Bayan,Long
Ang Nawawalang Lapis ni Marco,Kwentong Bayan,Long
Si Ambo at ang Mahiwagang Bag,Kwentong Bayan,Long
Si Liza at ang Kanyang Halaman,Kwentong Bayan,Long
Ang Bagong Tuklas ni Luis,Kwentong Bayan,Long
Ang Naagaw na Posisyon ni Andoy,Kwentong Bayan,Long
Ang Presyo ng Kasinungalingan,Kwentong Bayan,Long
Ang Bulaklak ng Kabutihan,Kwentong Bayan,Long
Ang Pagtitiwala ni Ruben sa Sarili,Kwentong Bayan,Long
Ang Paglalakbay ni Lea Patungo sa Tagumpay,Kwentong Bayan,Long
Kabutihan sa Pagsunod,Kwentong Bayan,Long
Ang Gantimpala ng Kabutihan,Kwentong Bayan,Long
Si Miguel at ang Kanyang Kapatid,Kwentong Bayan,Long
Ang Nabasag na Plorera,Kwentong Bayan,Long
Ang Tagumpay ni Rosa,Kwentong Bayan,Long
Higit Pa sa Marka,Kwentong Bayan,Long
Ang Sakripisyo ni Aling Nena,Kwentong Bayan,Long
Ang Bisikleta ni Leo,Kwentong Bayan,Long
Halaga ng Oras,Kwentong Bayan,Long
Ang Pinakamagandang Regalo,Kwentong Bayan,Long
Ang Natagpuang Pitaka,Kwentong Bayan,Long
Ang Mangingisdang si Mang Pedring,Kwentong Bayan,Long
Ang Pagkakaibigan ni Liza at Maricel,Kwentong Bayan,Long
Ang Pagkainggit ni Brando,Kwentong Bayan,Long
Si Tinay at ang Nawawalang Takip-silim,Kwentong Bayan,Long
Ang Alamat ng Bulaklak na Umiiyak,Alamat,Long
Si Lito at ang Mahiwagang Sungka,Kwentong Bayan,Long
Ang Kuwento ng Prinsesang Bulak,Kwentong Bayan,Long
Si Andoy at ang Lihim ng Matandang Puno,Kwentong Bayan,Long
Ang Alamat ng Bundok ng Luntian,Alamat,Long
Si Lara at ang Sirenang Ginto,Kwentong Bayan,Long
Ang Mahiwagang Kawayan ni Lolo Tasyo,Kwentong Bayan,Long
Si Pepe at ang Nawawalang Karagatan,Kwentong Bayan,Long
Ang Kuwento ng Lumilipad na Paru-paro,Kwentong Bayan,Long
Si Mara at ang Mahiwagang Balon,Kwentong Bayan,Long
Ang Alamat ng Batong Nagniningning,Alamat,Long
Si Dado at ang Lihim ng Nayon,Kwentong Bayan,Long
Ang Kuwento ng Nawawalang Kampanilya,Kwentong Bayan,Long
Si Kaloy at ang Kabayong May Pakpak,Kwentong Bayan,Long
Ang Kunehong Ayaw Makinig,Pabula,Long
"Si Dako, ang Higanteng Mabait",Kwentong Bayan,Long
Si Mara at ang Nawawalang Bahaghari,Kwentong Bayan,Long
Ang Munting Bituin ni Inay,Kwentong Bayan,Long
Ang Lihim ng Bundok Kalikasan,Kwentong Bayan,Long
Si Patpat at ang Kwento ng Matibay na Tiwala,Kwentong Bayan,Long
Ang Batang Mahilig sa Ulap,Kwentong Bayan,Long
Si Kuting at ang Kanyang Munting Paborito,Pabula,Long
Ang Kuwento ni Muning at ni Talahib,Pabula,Long
Si Toto at ang Matapang na Aso,Kwentong Bayan,Long
Ang Isda na Gusto Maging Ibon,Pabula,Long
Si Juana at ang Mga Puno ng Buhay,Kwentong Bayan,Long
Ang Paglalakbay ni Binoy sa Ilalim ng Dagat,Kwentong Bayan,Long
Unang Tilaok ng Manok sa Umaga,Pabula,Long
Ang Halamang May Pangarap,Pabula,Long
Ang Mahiwagang Sapatos ni Nene,Kwentong Bayan,Long
Si Kalbo at ang Mahabang Buntot,Pabula,Long
Ang Pagong na Ayaw Magmadali,Pabula,Long
Ang Bahay na Ginawa ng Bituin,Kwentong Bayan,Long
Si Piko at ang Nawawalang Singsing,Pabula,Long
Ang Kuwago sa Dilim,Pabula,Long
Si Luningning at ang Araw ng Kalayaan,Pabula,Long
Ang Susi ng Lihim na Kweba,Kwentong Bayan,Long
Ang Kuwento ng Munting Palaka,Pabula,Long
Si Lolo at ang Kuwentong Hatinggabi,Kwentong Bayan,Long
Ang Paglipad ni Pipit sa Himpapawid,Pabula,Long
Si Mingming at ang Paghanap ng Tahanan,Pabula,Long
Ang Prinsesang Uhaw sa Kaalaman,Kwentong Bayan,Long
Si Andoy at ang Puno ng Saging,Kwentong Bayan,Long
Ang Malikot na Buntot ni Bantay,Pabula,Long
Si Lita at ang Bulaklak ng Pag-asa,Kwentong Bayan,Long
Ang Kariton ni Mang Pilo,Kwentong Bayan,Long
Si Kiko at ang Nawawalang Tsinelas,Kwentong Bayan,Long
Ang Prinsipeng Hindi Marunong Ngumiti,Kwentong Bayan,Long
Si Tatay at ang Misteryo ng Gubat,Kwentong Bayan,Long
Ang Mahiwagang Guhit ni Nina,Kwentong Bayan,Long
Si Pong Pagong at ang Bahagharing Bato,Pabula,Long
Ang Lapis na Hindi Nauubos,Kwentong Bayan,Long
Si Tisoy at ang Barya ng Tadhana,Kwentong Bayan,Long
Si Maya at ang Puno ng Talisay,Kwentong Bayan,Long
Ang Huni ng Malungkot na Ibon,Pabula,Long
Si Buboy at ang Palaka sa Ilog,Kwentong Bayan,Long
Ang Alamat ng Batang Matapang,Alamat,Long
Si Pilo at ang Mahiwagang Puno,Kwentong Bayan,Long
Ang Singsing na Nawawala tuwing Gabi,Kwentong Bayan,Long
Si Lala at ang Hiwaga ng Karagatan,Kwentong Bayan,Long
Ang Paboritong Araw ni Lolo,Kwentong Bayan,Long
Si Binoy at ang Lihim ng Malaking Bato,Kwentong Bayan,Long
Ang Kuwento ng Nawawalang Bituin,Pabula,Long
Si Tisoy na Mahilig Maglaro,Kwentong Bayan,Long
Ang Alamat ng Bulalakaw,Alamat,Long
Si Ambong at ang Nawawalang Araw,Kwentong Bayan,Long
Ang Palaka at ang Duwende,Pabula,Long
Ang Mahiwagang Bangka,Kwentong Bayan,Long
Ang Munting Kwento ni Habi,Kwentong Bayan,Long
Si Tanglaw at ang Kabayo ng Liwanag,Kwentong Bayan,Long
Ang Reyna ng Ulap,Kwentong Bayan,Long
Ang Huling Pag-awit ni Maria,Kwentong Bayan,Long
Ang Sapantaha ng Mahiwagang Ginto,Kwentong Bayan,Long
Si Pilar at ang Puno ng Kalikasan,Kwentong Bayan,Long
Ang Digmaan ng Dalawang Hangin,Alamat,Long
Ang Pangalawang Buhay ni Kaloy,Kwentong Bayan,Long
Ang Mahiwagang Balon ng Pag-asa,Alamat,Long
Ang Alamat ng Tatlong Bituin,Alamat,Long
Ang Mahiwagang Kalasag ng Heneral,Kwentong Bayan,Long
Ang Bunga ng Katamaran,Kwentong Bayan,Long
Ang Masamang Balak ni Lito,Kwentong Bayan,Long
Ang Pagbabalik ni Mingming,Kwentong Bayan,Long
Ang Ligaw na Aso,Kwentong Bayan,Long
Ang Batang Mahilig Magkumpara,Kwentong Bayan,Long
Ang Aral ni Mario sa Pagtitipid,Kwentong Bayan,Long
Gantimpala ng Kabutihan,Kwentong Bayan,Long
Ang Aral ng Baha,Kwentong Bayan,Long
Ang Bagong Lara,Kwentong Bayan,Long
Bunga ng Pagtulong ni Tatay Pilo,Kwentong Bayan,Long
Ang Pag-amin ni Rico,Kwentong Bayan,Long
Ang Halaga ng Kalusugan,Kwentong Bayan,Long
Ang Sipag at Tiyaga ni Ben,Kwentong Bayan,Long
Ang Maagap na Paghahanda,Kwentong Bayan,Long
Isipin Bago Sabihin,Kwentong Bayan,Long
Ang Pagpapatawad ni Tina,Kwentong Bayan,Long
Ang Masipag na Magsasaka,Kwentong Bayan,Long
Ang Kuwento ng Isang Alitaptap,Pabula,Long
Ang Kayamanan ng Buhay,Kwentong Bayan,Long
Ang Mabuting Kapitbahay,Kwentong Bayan,Long
Ang Epekto ng Tsismis,Kwentong Bayan,Long
Ang Pangarap ni Mila na Maging Guro,Kwentong Bayan,Long
Ang Bagong Bong,Kwentong Bayan,Long
Ang Lakas ng Tiwala sa Sarili,Kwentong Bayan,Long
Ang Matapat na si Boyet,Kwentong Bayan,Long
Ang Tamang Desisyon,Kwentong Bayan,Long
Ang Hindi Sumusukong Estudyante,Kwentong Bayan,Long
Si Perla at ang Kaniyang Kaibigan,Kwentong Bayan,Long
Ligaya sa Pagtulong,Kwentong Bayan,Long
Ang Pagiging Mabuting Halimbawa ni Tita Josie,Kwentong Bayan,Long
Ang Kwento ni Mang Berto,Kwentong Bayan,Long
Ang Kahalagahan ng Masustansyang Pagkain,Kwentong Bayan,Long
Ang Pagbabago ni Nanding,Kwentong Bayan,Long
Ang Batang Natutong Gumalang,Kwentong Bayan,Long
Wastong Pag-iipon ni Tinay,Kwentong Bayan,Long
Ang Oras na Hindi Mabibili ng Salapi,Kwentong Bayan,Long
Ang Lakas ng Bayanihan,Kwentong Bayan,Long
Ang Maduming Ilog,Kwentong Bayan,Long
Ang Kabadong si Gino,Kwentong Bayan,Long
Ang Lakas ng Pagkakaisa,Kwentong Bayan,Long
Ang Laban sa Bisyo,Kwentong Bayan,Long
Ang Lakas ng Mabuting Salita,Kwentong Bayan,Long
Ang Pangarap ay Nagiging Katotohanan,Kwentong Bayan,Long
Ang Batang Natutong Maging Masinop,Kwentong Bayan,Long
Pagtawid sa Tamang Tawiran,Kwentong Bayan,Long
Ang Mapang-asar na si Lilia,Kwentong Bayan,Long
Si Ariel at ang Wastong Pamamahala ng Oras,Kwentong Bayan,Long
Ang Bigat ng Kasinungalingan,Kwentong Bayan,Long
Ang Bunga ng Tsismis,Kwentong Bayan,Long
Ang Gutom na Uwak,Pabula,Long
Ang Tamad na Kuneho,Pabula,Long
Ang Pating at ang Isda,Pabula,Long
Ang Kangkong ni Pagong,Pabula,Long
Ang Uwak na Ayaw Makinig,Pabula,Long
Ang Mapanghusgang Kabayo,Pabula,Long
Ang Tsinelas ni Alimango,Pabula,Long
Ang Maliit na Daga na May Malaking Pangarap,Pabula,Long
Sa Likod ng Maliit na Katawan,Pabula,Long
Ang Mahiwagang Puno ng Saging,Alamat,Long
Ang Pabo at ang Pusa,Pabula,Long
Ang Awit ni Pao,Pabula,Long
Ang Kambing at ang Kordero,Pabula,Long
Ang Magkaibigang Gabi at Umaga,Pabula,Long
